user_id	item_id	timestamp	correct	skill_id
0	878	0	1	10
0	879	0	1	10
0	880	0	1	10
0	881	0	1	10
0	882	0	1	10
1	264	0	0	37
1	265	0	0	37
1	266	0	0	32
1	267	0	0	32
1	268	0	0	32
1	269	0	0	32
1	270	0	0	35
1	271	0	0	32
1	272	0	1	35
1	273	0	0	32
2	630	0	1	10
2	631	0	1	10
2	632	0	1	10
2	633	0	1	10
2	652	0	1	10
2	653	0	1	10
2	654	0	1	10
2	655	0	1	10
2	656	0	1	10
2	657	0	1	10
2	658	0	1	10
3	168	0	1	26
3	214	0	1	31
3	167	0	1	26
3	215	0	1	31
3	216	0	1	31
3	217	0	1	31
3	218	0	1	31
3	219	0	1	31
3	220	0	1	31
3	221	0	1	31
3	222	0	1	31
3	223	0	1	31
3	168	0	1	26
3	214	0	1	31
3	167	0	1	26
3	215	0	1	31
3	216	0	0	31
3	217	0	1	31
3	218	0	1	31
3	219	0	1	31
3	220	0	1	31
3	221	0	1	31
3	222	0	0	31
3	223	0	1	31
3	168	0	1	26
3	214	0	1	31
3	167	0	1	26
3	215	0	1	31
3	216	0	0	31
3	217	0	1	31
3	218	0	1	31
3	219	0	1	31
3	220	0	1	31
3	221	0	1	31
3	222	0	0	31
3	223	0	0	31
4	71	0	1	0
4	72	0	1	0
4	74	0	1	0
4	75	0	1	0
4	73	0	1	0
4	740	0	1	0
4	741	0	1	0
4	742	0	1	0
4	743	0	1	0
4	744	0	1	0
4	745	0	1	0
4	169	0	1	13
4	76	0	1	3
4	751	0	1	3
5	89	0	0	13
5	90	0	0	14
5	91	0	0	13
5	92	0	1	0
5	93	0	0	14
5	94	0	1	0
5	95	0	1	2
5	96	0	1	0
5	97	0	0	2
5	98	0	1	3
5	99	0	0	14
5	100	0	1	3
5	101	0	0	2
5	102	0	0	14
5	103	0	0	2
5	89	0	0	13
5	90	0	0	14
5	91	0	0	13
5	92	0	0	0
5	93	0	0	14
5	94	0	0	0
5	95	0	0	2
5	96	0	1	0
5	97	0	0	2
5	98	0	0	3
5	99	0	0	14
5	100	0	0	3
5	101	0	0	2
5	102	0	0	14
5	103	0	0	2
6	71	0	1	0
6	72	0	1	0
6	74	0	1	0
6	73	0	1	0
6	75	0	1	0
6	89	0	0	13
6	90	0	0	14
6	91	0	0	13
6	92	0	0	0
6	93	0	0	14
6	94	0	1	0
6	95	0	0	2
6	96	0	0	0
6	97	0	0	2
6	98	0	0	3
6	99	0	0	14
6	100	0	0	3
6	101	0	0	2
6	102	0	0	14
6	103	0	0	2
7	705	0	0	75
7	706	0	1	76
7	707	0	1	75
7	708	0	0	76
7	709	0	1	75
7	710	0	1	77
7	711	0	1	75
7	712	0	1	78
7	713	0	1	75
7	714	0	1	78
7	715	0	0	75
7	716	0	1	78
7	717	0	0	75
7	718	0	1	78
7	719	0	1	75
7	720	0	1	75
7	721	0	0	78
7	976	0	0	85
7	977	0	0	86
7	978	0	0	87
7	979	0	1	88
9	89	0	0	13
9	90	0	0	14
9	91	0	1	13
9	92	0	1	0
9	93	0	0	14
9	94	0	1	0
9	95	0	1	2
9	96	0	1	0
9	97	0	1	2
9	98	0	1	3
9	99	0	0	14
9	100	0	1	3
9	101	0	1	2
9	102	0	1	14
9	103	0	0	2
9	70	0	1	7
9	69	0	1	10
9	68	0	0	8
9	67	0	1	11
9	66	0	1	9
9	65	0	1	11
9	64	0	1	7
9	63	0	1	11
9	62	0	0	8
9	61	0	1	11
9	60	0	1	10
9	59	0	1	6
9	58	0	1	10
9	57	0	1	6
9	56	0	1	9
9	55	0	1	10
9	54	0	1	6
9	732	0	0	79
9	733	0	0	79
9	734	0	0	79
9	735	0	0	80
9	736	0	1	80
9	737	0	1	80
9	738	0	1	80
9	739	0	0	80
9	878	0	1	10
9	879	0	1	10
9	880	0	1	10
9	881	0	1	10
9	882	0	1	10
9	883	0	1	10
9	888	0	0	10
9	890	0	1	10
9	891	0	1	10
9	897	0	0	10
9	898	0	1	10
9	899	0	0	10
9	900	0	0	10
9	920	0	1	10
9	921	0	1	10
9	945	0	1	10
9	946	0	1	10
9	947	0	1	10
9	948	0	1	10
9	949	0	0	10
9	950	0	0	10
9	951	0	1	10
9	952	0	0	10
9	928	0	0	10
10	0	0	1	0
10	1	0	1	1
10	2	0	1	2
10	3	0	1	3
10	4	0	1	0
10	5	0	1	2
10	6	0	1	3
10	7	0	1	4
10	8	0	1	0
10	9	0	1	0
10	10	0	1	4
10	11	0	1	3
10	12	0	1	2
10	13	0	1	0
10	14	0	1	3
10	15	0	1	2
10	16	0	1	1
10	17	0	1	0
10	18	0	1	1
10	19	0	1	1
10	20	0	1	0
10	168	0	1	26
10	214	0	1	31
10	167	0	1	26
10	215	0	1	31
10	216	0	1	31
10	217	0	1	31
10	218	0	1	31
10	219	0	1	31
10	220	0	1	31
10	221	0	1	31
10	222	0	1	31
10	223	0	1	31
10	0	0	1	0
10	1	0	1	1
10	2	0	1	2
10	3	0	1	3
10	4	0	1	0
10	5	0	1	2
10	6	0	1	3
10	7	0	1	4
10	8	0	1	0
10	9	0	1	0
10	10	0	1	4
10	11	0	1	3
10	12	0	1	2
10	13	0	1	0
10	14	0	1	3
10	15	0	1	2
10	16	0	1	1
10	17	0	1	0
10	18	0	1	1
10	19	0	1	1
10	20	0	1	0
10	168	0	1	26
10	214	0	1	31
10	167	0	1	26
10	215	0	1	31
10	216	0	1	31
10	217	0	1	31
10	218	0	1	31
10	219	0	1	31
10	220	0	1	31
10	221	0	1	31
10	222	0	1	31
10	223	0	1	31
10	0	0	1	0
10	1	0	1	1
10	2	0	1	2
10	3	0	1	3
10	4	0	1	0
10	5	0	1	2
10	6	0	1	3
10	7	0	1	4
10	8	0	1	0
10	9	0	1	0
10	10	0	1	4
10	11	0	1	3
10	12	0	1	2
10	13	0	1	0
10	14	0	1	3
10	15	0	1	2
10	16	0	1	1
10	17	0	1	0
10	18	0	1	1
10	19	0	1	1
10	20	0	1	0
10	168	0	1	26
10	214	0	1	31
10	167	0	1	26
10	215	0	1	31
10	216	0	1	31
10	217	0	1	31
10	218	0	1	31
10	219	0	1	31
10	220	0	1	31
10	221	0	1	31
10	222	0	1	31
10	223	0	1	31
11	77	0	1	12
11	78	0	0	13
11	72	0	1	0
11	73	0	1	0
11	741	0	1	0
11	740	0	1	0
11	744	0	0	0
11	743	0	1	0
11	742	0	1	0
11	745	0	1	0
11	169	0	1	13
11	76	0	1	3
11	750	0	1	3
11	751	0	1	3
11	752	0	1	3
11	77	0	0	12
11	78	0	1	13
11	953	0	0	13
11	79	0	1	13
11	89	0	0	13
11	90	0	1	14
11	91	0	1	13
11	92	0	1	0
11	93	0	0	14
11	94	0	1	0
11	95	0	1	2
11	96	0	1	0
11	97	0	1	2
11	98	0	1	3
11	99	0	1	14
11	100	0	1	3
11	101	0	1	2
11	102	0	1	14
11	103	0	0	2
12	71	0	1	0
12	72	0	1	0
12	74	0	1	0
12	73	0	1	0
12	75	0	1	0
12	741	0	1	0
12	742	0	1	0
12	743	0	1	0
12	744	0	1	0
12	745	0	1	0
12	746	0	1	13
12	748	0	1	13
12	749	0	1	13
12	76	0	1	3
12	83	0	1	12
12	84	0	0	2
12	753	0	1	2
12	85	0	1	2
12	86	0	1	12
12	87	0	1	2
12	955	0	1	2
12	88	0	1	2
12	89	0	1	13
12	90	0	1	14
12	91	0	1	13
12	92	0	1	0
12	93	0	1	14
12	94	0	1	0
12	95	0	1	2
12	96	0	1	0
12	97	0	1	2
12	98	0	1	3
12	99	0	1	14
12	100	0	1	3
12	101	0	1	2
12	102	0	1	14
12	103	0	1	2
13	740	0	1	0
13	741	0	1	0
13	742	0	1	0
13	743	0	1	0
13	744	0	1	0
13	745	0	1	0
13	746	0	1	13
13	747	0	1	0
13	748	0	1	13
13	749	0	1	13
13	170	0	0	3
13	171	0	1	3
13	172	0	1	3
13	173	0	1	3
13	174	0	1	2
13	175	0	1	2
13	176	0	1	2
13	177	0	0	2
13	83	0	1	12
13	84	0	1	2
13	753	0	1	2
13	85	0	1	2
13	86	0	1	12
13	87	0	1	2
13	955	0	0	2
13	980	0	1	89
13	981	0	1	50
13	982	0	1	50
13	264	0	0	37
13	265	0	1	37
13	266	0	1	32
13	267	0	1	32
13	268	0	1	32
13	269	0	1	32
13	270	0	1	35
13	271	0	1	32
13	272	0	0	35
13	273	0	0	32
15	71	0	1	0
15	72	0	1	0
15	74	0	1	0
15	73	0	0	0
15	75	0	1	0
15	740	0	1	0
15	741	0	1	0
15	742	0	1	0
15	743	0	1	0
15	744	0	1	0
15	745	0	1	0
15	746	0	0	13
15	747	0	1	0
15	748	0	1	13
15	749	0	1	13
15	170	0	1	3
15	171	0	1	3
15	172	0	1	3
15	173	0	1	3
15	174	0	1	2
15	175	0	1	2
15	176	0	1	2
15	177	0	1	2
15	83	0	0	12
15	84	0	1	2
15	753	0	1	2
15	85	0	1	2
15	790	0	1	83
15	791	0	1	84
15	980	0	0	89
15	981	0	1	50
15	982	0	0	50
15	264	0	0	37
15	265	0	0	37
15	266	0	1	32
15	267	0	1	32
15	268	0	1	32
15	269	0	1	32
15	270	0	0	35
15	271	0	0	32
15	272	0	0	35
15	273	0	0	32
16	740	0	1	0
16	741	0	1	0
16	742	0	1	0
16	743	0	1	0
16	744	0	1	0
16	745	0	1	0
16	746	0	1	13
16	747	0	1	0
16	748	0	1	13
16	749	0	1	13
16	170	0	1	3
16	171	0	1	3
16	172	0	1	3
16	174	0	1	2
16	175	0	1	2
16	176	0	1	2
16	177	0	1	2
16	89	0	1	13
16	90	0	1	14
16	91	0	1	13
16	92	0	1	0
16	93	0	1	14
16	94	0	1	0
16	95	0	1	2
16	96	0	1	0
16	97	0	1	2
16	98	0	1	3
16	99	0	0	14
16	100	0	1	3
16	101	0	1	2
16	102	0	1	14
16	103	0	1	2
16	778	0	0	51
16	264	0	0	37
16	265	0	0	37
16	266	0	0	32
16	267	0	0	32
16	268	0	0	32
16	269	0	0	32
16	270	0	0	35
16	271	0	0	32
16	272	0	1	35
16	273	0	1	32
16	71	0	1	0
16	72	0	1	0
16	74	0	1	0
16	73	0	1	0
16	75	0	1	0
16	169	0	1	13
16	169	0	1	13
16	76	0	1	3
16	750	0	1	3
16	751	0	1	3
16	752	0	1	3
16	77	0	1	12
16	78	0	1	13
16	953	0	0	13
16	79	0	1	13
16	80	0	1	12
16	81	0	0	13
16	954	0	1	13
16	82	0	1	13
16	83	0	0	12
16	84	0	0	2
16	753	0	1	2
16	85	0	1	2
16	86	0	1	12
16	87	0	1	2
16	955	0	1	2
16	88	0	1	2
16	89	0	1	13
16	90	0	0	14
16	91	0	1	13
16	92	0	1	0
16	93	0	0	14
16	94	0	1	0
16	95	0	1	2
16	96	0	1	0
16	97	0	1	2
16	98	0	1	3
16	99	0	0	14
16	100	0	1	3
16	101	0	1	2
16	102	0	0	14
16	103	0	0	2
16	83	0	1	12
17	71	0	1	0
17	72	0	1	0
17	74	0	1	0
17	73	0	0	0
17	75	0	1	0
17	169	0	1	13
17	76	0	1	3
17	750	0	1	3
17	751	0	1	3
17	752	0	1	3
17	77	0	0	12
17	80	0	1	12
17	81	0	1	13
17	0	0	1	0
17	1	0	1	1
17	2	0	1	2
17	3	0	1	3
17	4	0	1	0
17	5	0	1	2
17	6	0	1	3
17	7	0	1	4
17	8	0	1	0
17	9	0	1	0
17	10	0	1	4
17	11	0	1	3
17	12	0	1	2
17	13	0	1	0
17	14	0	1	3
17	15	0	1	2
17	16	0	1	1
17	17	0	1	0
17	18	0	1	1
17	19	0	1	1
17	20	0	1	0
17	168	0	1	26
17	214	0	1	31
17	167	0	1	26
17	215	0	0	31
17	216	0	0	31
17	217	0	0	31
17	218	0	1	31
17	219	0	1	31
17	220	0	1	31
17	221	0	1	31
17	222	0	0	31
17	223	0	0	31
18	71	0	1	0
18	72	0	1	0
18	74	0	1	0
